overdriveNo,bibNo,controlNo,format,status
ADE55A06-4CBA-455D-AF61-5CD7597CF92C,b11901421x,ocn901324926,x,-
1DEA51F0-420D-4D00-BF4C-01CBE6ABED35,b11901421x,ocn901324926,x,-
41E466E8-975C-47E8-8E33-43A78193AADB,b119014312,ocn905660938,x,-
8B629D97-B28D-4A14-88E5-3A7E9B6A8A46,b119014312,ocn905660938,x,-
0B98942A-1703-4EFB-B62E-517C7F9CB1D3,b119014373,ocn906824633,x,-
DE83A2DE-C0B4-4CFA-A746-FD191045932B,b119014373,ocn906824633,x,-
21C34CB3-0FCA-4B82-A92F-DBD35E3B448F,b119014385,ocn906828659,x,-
E6B85A00-6D66-417C-BD43-8A13E1DEE38D,b119014385,ocn906828659,x,-
A883043A-2869-4E0B-87D7-B1242DC0D9F3,b119014397,ocn906828803,x,-
DE0BC49A-7C73-4411-9B7E-CF72054CCDBB,b119014397,ocn906828803,x,-
F4849095-1912-4AF6-A962-100411AD476B,b119014439,ocn906836036,x,-
51771B55-E3AF-4A34-AEB6-B29608C56D5F,b119014439,ocn906836036,x,-
341BD23B-BF02-40F9-8316-C18D0DD1D686,b119014798,ocn910663171,x,-
2F8E9D01-C5F7-4391-8A07-72ED7BC3BF02,b119014798,ocn910663171,x,-
5C242FC1-BC6C-4753-8DD2-9A421FE1D4B5,b119015328,ocn914904845,x,-
4A4CEECE-F10F-46F2-964A-3358802D0D52,b119015328,ocn914904845,x,-
8CF81623-C90F-4770-B6DE-592CBA17FBDE,b119015729,ocn915968002,x,-
F9A98B00-875A-4767-9B26-3C9F079FC8D4,b119015729,ocn915968002,x,-
E2DEE3A9-5A75-4F2A-8606-8450C8212A2C,b119015730,ocn915968089,x,-
B323FEA0-F927-4028-9B37-869F5769A4CF,b119015730,ocn915968089,x,-
7A6A8D2A-0C8B-4D1B-9157-7A6449B8EAB1,b119015821,ocn917178916,x,-
502C7D67-9A08-42F4-A42B-3A03BE2FA847,b119015821,ocn917178916,x,-
C7B849C3-4039-4E1F-BE04-F5D1808AA30F,b119015882,ocn918127137,x,-
3BB83CE9-DCAF-43FD-8876-0A8436031645,b119015882,ocn918127137,x,-
91B08432-4B57-40BE-98D7-5A769BC6FCD3,b11901645x,ocn919255335,x,-
24A7B477-8B25-4F1C-87B3-7C29C4F9F3A8,b119016886,ocn919624333,x,-
DD59B2B7-5E80-4586-B6CA-1CCD673FE3EB,b119016941,ocn919730905,x,-
1FCC3577-738A-44DB-B4D6-F3C35361F1DD,b119016941,ocn919730905,x,-
D554576A-42E4-41A6-9E0D-482FF891E03C,b119017143,ocn921391553,x,-
8DAA87D7-EC02-4156-A73A-1BA2D036039E,b119017337,ocn921999727,x,-
D16D1A8E-80DE-4576-8104-B25D7FCC2445,b119017337,ocn921999727,x,-
4E332349-4B19-4C61-A480-39C3B1B635EE,b119018779,ocn821065772,z,-
D91B7033-FAD9-49CE-A468-BB3B950FD5D5,b119018779,ocn821065772,z,-
5EA05DEB-E262-4810-9526-34B7F0644487,b119019541,ocn915135628,z,-
B99D19C3-BA7C-45A6-A524-F4A86491073F,b119019541,ocn915135628,z,-
FBE4BBC8-53C9-4C11-8DB1-4DD2BB4BC230,b119032612,ocn650353049,x,-
5A5A7A98-6985-40BD-8F07-7EFD981A7584,b119032612,ocn650353049,x,-
EF3F83AB-EF80-4935-A75D-DF3686C4AD46,b119032855,ocn905344887,x,-
809AE511-C6EE-43B9-9BD0-48D6CFF01A35,b119032855,ocn905344887,x,-
1F093961-05C1-4A45-BABE-7DCB7FEF9559,b11903329x,ocn741181489,x,-
6297F09D-A6D2-4B79-A32F-6447CC47CE13,b11903329x,ocn741181489,x,-
92648D43-53A7-4CF1-9827-4C44FC4BF440,b119033458,ocn809950155,x,-
0A500E76-D767-4E84-9B7E-6A87A921F84A,b119033458,ocn809950155,x,-
03ED2A48-2D19-42CD-A7F3-58D91CDFBFF2,b119038407,ocm56546330,x,-
DF93D928-F454-4618-A5E8-7D60105E47BD,b119038407,ocm56546330,x,-
0FC95A85-2FE1-4392-BADF-1AB24FC57C50,b119038754,ocn759836907,x,-
991B6B81-283D-44DF-A907-33707D25A268,b119038754,ocn759836907,x,-
5922BF39-4DDC-478B-9DB7-524134F2764F,b119038821,ocn780320607,x,-
AD4C33A5-C991-44E4-A823-124691BFCFEC,b119038821,ocn780320607,x,-
A5C64732-8102-4F9F-A611-C7DE77E60C90,b119038857,ocn790299608,x,-
C5D96BDA-0B70-48B9-B099-0F0C03BCE72F,b119038857,ocn790299608,x,-
0E4E9609-22BC-4DF4-9A02-35AC3240535B,b119038912,ocn796002130,x,-
B51BD5B2-0E53-420F-97AE-D9D3A84E53B6,b119038912,ocn796002130,x,-
4357409B-6918-4337-8BBE-8AE36A83F138,b119039023,ocn820870960,x,-
2B596806-FFD5-4545-AB5D-4FD874554A58,b119039023,ocn820870960,x,-
E45AA7B7-545F-4B81-854C-A647FEA5E5AA,b119039370,ocn863729679,x,-
AF1E6B3C-5B67-4885-B842-A3D3B2CF4F91,b119039370,ocn863729679,x,-
41E62F03-3224-4442-89BD-1B81AD630C05,b119039382,ocn864008715,x,-
C2202807-F550-4F78-A6B2-A921A8A99D5E,b11903976x,ocn892939645,x,-
95A65248-A52D-4498-9399-8093A5280DE2,b11903976x,ocn892939645,x,-
6508FF0B-4DAC-4F30-98B2-7E5381E4E120,b119039916,ocn903694219,x,-
70B94270-452C-4518-B11E-B212CD9467D7,b119039916,ocn903694219,x,-
7FA7AE75-1E17-4680-9EE3-5906DC7B1F94,b119040773,ocn914231572,x,-
C16C36FF-9ADF-4069-BDE5-27E1B7D8AC18,b119040773,ocn914231572,x,-
67D6EA46-1872-4FE6-AA76-F970DEACC9A6,b119040785,ocn914231618,x,-
BBAD0124-CEB4-47CC-9CE0-91911F13C8B0,b119040785,ocn914231618,x,-
96C9F0EE-A33B-466F-9258-79DD95A007E9,b119040876,ocn915138958,x,-
C1758654-4272-45AC-8262-44FF1677046E,b119040876,ocn915138958,x,-
E6A4A374-8C1B-4B1E-9F29-BEBA27524BCA,b119041169,ocn917588087,x,-
F5CE20A2-01A5-4B2C-9225-B941AC05575A,b119041169,ocn917588087,x,-
A3295BCC-03A1-4366-BB24-8D302B3CFC1E,b119041583,ocn439749787,x,-
9E4D4574-7C85-46B3-82E3-39E1CCCC4BE1,b119041595,ocn439749771,x,-
A8C12AED-5C03-4F34-9973-6C925A5BA0C8,b119041625,ocn247553094,x,-
A5E75DB0-99E6-432B-B9D5-7363A24B7EC8,b119041686,ocn922681558,x,-
7FC27D55-94B2-41C7-9E8E-3708A83D775F,b119041686,ocn922681558,x,-
87A3D48A-1E57-490D-8633-CBE2B8D1D0FD,b11904206x,ocn925526782,x,-
084A6C2F-B734-45FB-85B2-7C5533A9B5F0,b119042678,ocn794244240,z,-
1E7E486D-A29E-4482-9F0F-5879254B226D,b119042678,ocn794244240,z,-
298772B2-4FC1-411B-B772-307FE3722CB5,b119042769,ocn830554571,z,-
11A8BC4C-9A62-4975-A4E0-D654CCE5AC3B,b11904934x,ocn863217960,x,-
A0872BD6-A3BA-4070-9B83-6E81AE7D8F39,b11904934x,ocn863217960,x,-
2E1928C9-6D14-48DD-BB95-13F8AA64A002,b119049934,ocn809771471,x,-
E94CA2B7-38F8-45D2-9DD3-04EE9C500354,b119049934,ocn809771471,x,-
20C21D3F-A5A4-45A2-B774-D32AC890B1AD,b119050316,ocn846490915,x,-
EB10E0D6-B01D-4080-965E-0D5AE88DB7E9,b119050316,ocn846490915,x,-
F85834F3-4B96-45C4-A858-A34D650B9B81,b11905081x,ocn905735396,x,-
CCEE9E21-0785-4F71-ADD0-03899BF3BBF4,b11905081x,ocn905735396,x,-
E8B4CD7D-056F-45E1-A7D4-377BFF824B26,b119051059,ocn907678652,x,-
8751DA44-0B08-4E2E-9C81-EA3F549AE0E2,b119051059,ocn907678652,x,-
62586E25-10AC-474A-BDF1-23F731DB4466,b119051242,ocn910929133,x,-
09740E8B-F72E-423F-84A3-9624A39F3B27,b119051242,ocn910929133,x,-
E79EC1DD-C0C5-43D1-BFC7-9DAA0C3C1272,b119051308,ocn914192168,x,-
667CE7E1-03AE-42F1-8FDA-DFC98969FE22,b119051308,ocn914192168,x,-
9B8C9D58-08C2-473B-A2C2-243D47C380A6,b11905243x,ocn924741445,x,-
63668798-D58A-4F72-B60E-E7F30CB2E4E9,b11905243x,ocn924741445,x,-
9206FD5F-C335-48D4-949A-52B6CBF95560,b119052593,ocn463438484,x,-
17546C6C-731E-449F-9D71-7A5153C82236,b119052593,ocn463438484,x,-
F938D246-583C-437E-B315-2F6083F6A942,b119052714,ocn843125466,x,-
F8044FB1-7E92-42A1-ABF7-9D1B840A28BE,b119052714,ocn843125466,x,-
4B6DE68E-979F-438D-A210-B4436A467517,b119052805,ocn908092500,x,-
4605EE3D-9F95-4540-9CB0-C8E5924515E8,b119052805,ocn908092500,x,-
DBA1C2FA-4452-4786-A7B6-5AFA4174BB2F,b119053251,ocn921419731,x,-
D7B88B8A-146C-44C2-BC79-AA969E53AB69,b119053251,ocn921419731,x,-
F06AFCC4-9784-4393-89D3-05EEE11F352C,b119054929,ocn812915316,z,-
5639BCE0-DC7B-44BD-98CC-B9FBA8782AB1,b119054929,ocn812915316,z,-
D3EB1839-1758-4219-A5EA-3777BF201CEE,b119055247,ocn891143643,x,-
65E296B2-0207-4AF9-B0AD-C527B96D4CBA,b119055247,ocn891143643,x,-
3AC0EE85-8338-4120-92D4-4384CAAE216F,b119055260,ocn905915607,x,-
402CC412-CE0F-4F69-AC3F-7362111E2E6C,b119055260,ocn905915607,x,-
A6A56CA3-D1BF-4D9F-8C01-531764F159DE,b119055272,ocn905915727,x,-
F258F920-ECEB-4AC5-B4F8-CD8CC1BCC5AC,b119055272,ocn905915727,x,-
F49170E2-169A-4A80-90DA-B605ACBEB00A,b119056501,ocn919253761,x,-
B9C9A852-3C00-4F5E-87C0-E4F483762F9B,b119056501,ocn919253761,x,-
8AE978D3-9229-44EC-A7A5-5776E2E1F615,b119060358,ocn922532004,x,-
34252116-FDF2-4217-98D0-3AC5EA4CCC8C,b119060358,ocn922532004,x,-
70BEF5A7-D7F1-4039-9778-842092CC9EF9,b119060759,ocn923853549,x,-
DC482602-077E-4A4C-8478-5E5BDD901208,b119060759,ocn923853549,x,-
FF9A0C43-E93F-40C5-A99C-1E50D520C804,b119096730,ocn922681641,x,-
C50DAF72-FE8A-4656-8795-D102683A5C0F,b119096730,ocn922681641,x,-
FBC4D18F-DA16-442C-BE1E-4C7CA1612013,b11909731x,ocn926935975,x,-
D06E7D70-3F17-49C4-8C1E-6AD4D60413FF,b119097540,ocn922351993,x,-
DCEB0C3B-803A-4121-B2DE-C545D8CF766E,b11909843x,ocn892991789,x,-
D554576A-42E4-41A6-9E0D-482FF891E03C,b119098477,ocn921391553,x,-
1CAC0382-E4B7-496D-828F-3609AF9D387F,b119098477,ocn921391553,x,-
4DFCF100-47B1-4896-98E3-7EED7CAED875,b119099202,ocn925497361,x,-
AD06B410-90AB-4D09-92BF-9182C94BCB47,b119099202,ocn925497361,x,-
FBC4D18F-DA16-442C-BE1E-4C7CA1612013,b119099214,ocn926935975,x,-
F228C1B3-C963-4168-9665-EA44170FA3A6,b119099214,ocn926935975,x,-
24A7B477-8B25-4F1C-87B3-7C29C4F9F3A8,b119111299,ocn919624333,x,-
DAE15705-6C75-4BED-923A-DE1996D8011F,b119111299,ocn919624333,x,-
2D29D74B-EF6C-4C30-AA7E-4C89C684668D,b11911155x,ocn466828803,x,-
695C812E-8325-40D0-AABC-93054D50D45F,b11911155x,ocn466828803,x,-
9990FF35-135D-4AA7-9979-DA9774D0A0E7,b119111846,ocn698365106,x,-
6293C001-1894-4318-8C6A-5AED5BCE95E9,b119112218,ocn781853505,x,-
DA5C4D95-97EE-432F-936A-DECFA99E2DCB,b119112218,ocn781853505,x,-
AA808B02-50AF-431D-B092-830E1247A00A,b119112279,ocn792740694,x,-
F3C57512-06CE-4C96-86FE-05E56A3F1CFB,b119112279,ocn792740694,x,-
16946491-FF74-4361-9603-C879B5D79AEB,b119112280,ocn793420796,x,-
143A9BE7-F713-4F7C-B8B8-0E3C4A51D9BE,b119112280,ocn793420796,x,-
54E39BB3-F933-4C37-9263-C47BC6F32884,b119112930,ocn861510944,x,-
D0565123-5D38-4AC1-B4AC-000D0127A7CE,b119112930,ocn861510944,x,-
B0FF2FA8-BA25-4090-ABEC-D76933712E16,b119112966,ocn861516640,x,-
7070FD6B-0BBA-4EBE-8F3C-EC2F9C3FDC44,b119112966,ocn861516640,x,-
E13E59D9-57BD-47AD-B0DF-B9FB6AA8FC76,b11911303x,ocn861786183,x,-
4D41DF44-D0F8-4F5B-804F-2EB22FA2F975,b11911303x,ocn861786183,x,-
A493412A-617D-4E39-B4F7-08C913B63228,b119113107,ocn864010629,x,-
3DF3D6F6-5C5B-4E38-8D1A-8AE61E675523,b119113107,ocn864010629,x,-
292C1B0A-CBA0-4B7F-81DE-12F6AEC8D68D,b119113703,ocn892120508,x,-
1556FAC7-BE85-4248-9A0D-26597AD9D387,b119113703,ocn892120508,x,-
76F5B4BC-EDA2-4ED4-8215-0BC38FA1A951,b119114100,ocn907967832,x,-
A0FF4FC0-7EB5-43DA-A61A-8ADBA5C41799,b119114100,ocn907967832,x,-
F00A0DC3-23D0-437E-9E19-205CAF9E6F6B,b119114884,ocn927386902,x,-
CCE8C409-E4EB-4E77-A3FA-E80DE017BE1F,b119114884,ocn927386902,x,-
680D303B-0BA7-46AF-BCEB-CFC76F2EF20E,b119121141,ocn905545350,z,-
5AAB0D33-C6F5-4DAF-A662-9CE02240DE75,b11913200x,ocn870484543,x,-
4E5D17FF-CC06-40FA-93AB-79A41EDB16F2,b11913200x,ocn870484543,x,-
1BB4CC02-676D-4AA6-B79A-6584945ED51C,b119132023,ocn921393078,x,-
38B61158-0328-4776-82AF-49B1F4039904,b119132023,ocn921393078,x,-
D45510DB-5473-4A6C-AB14-A96BD395ED62,b119132199,ocn476872877,x,-
DEE3015C-0774-4DAC-8E87-BAC6CB3497B5,b119132199,ocn476872877,x,-
EDFAF4D3-F311-460B-9638-4841A31CA388,b119132199,ocn476872877,x,-
1C52FBF6-9212-4AF0-81C2-6C546B70DE57,b119132278,ocn854894841,x,-
FD4A2CBE-3AFC-42D5-A134-7A8A6C9F3A70,b119132278,ocn854894841,x,-
06851CD8-C93C-477A-8CF8-C8E47CAF9189,b119132333,ocn872549849,x,-
7CFEA712-49A0-45B0-8517-283A04AB78D6,b119132333,ocn872549849,x,-
BE40C2AC-4C92-4FCA-B94C-1141F63E9BCB,b119132345,ocn880683683,x,-
37FB25A3-EA24-4DF1-BEC2-059FD288F1CD,b119132345,ocn880683683,x,-
4A83C186-69D6-489D-9881-7D18FD0836F5,b119132369,ocn883301465,x,-
9931385F-C9B4-4449-B365-9536845C26B1,b119132369,ocn883301465,x,-
166C3176-7B56-4FDB-96E7-2E98C07080A4,b119132394,ocn890399431,x,-
E9E8E82A-5D3D-4C52-B6B0-D2F1EF0CB7B7,b119132394,ocn890399431,x,-
C481B7B1-FEE2-472B-898D-A852E61F1DF1,b119132400,ocn892115791,x,-
1ED3BD1C-A17C-45D1-B72D-A30077283FBE,b119132400,ocn892115791,x,-
1FF96DD9-9AB5-41FF-AAD9-F4C0128A47F9,b119132448,ocn896854213,x,-
ED938002-549D-435F-B843-DDC55B75F2DB,b119132448,ocn896854213,x,-
EC76EC76-5689-44ED-B956-7CA6C6031201,b119132564,ocn900603783,x,-
4F30F44C-E1B9-4B9D-8811-D1D4D154CAB4,b119132564,ocn900603783,x,-
21ED5171-8E2F-408D-B670-F4C9412A9E3E,b119132631,ocn903690362,x,-
C7FBF432-9890-4CAC-8BB4-413943EFB17D,b119132631,ocn903690362,x,-
C7319A25-0AC1-4F77-ACA2-ADBB885609E9,b119132655,ocn896900988,x,-
D7FDFDA1-A407-41EF-9848-6D7C2D01F2C0,b119132655,ocn896900988,x,-
CAA56555-0BAC-4A6D-A9C3-759D8228E97F,b11913309x,ocn915595888,x,-
CB2415C1-9D61-467F-8A58-A637DEAA2268,b11913309x,ocn915595888,x,-
A2373E8C-8AE9-4CCF-BAB8-C874B6AE7BC3,b119133106,ocn916063919,x,-
15E14011-1B93-4557-8ABF-89975934732B,b119133106,ocn916063919,x,-
AA4D994D-2703-4C02-BF3D-CB5FE221A06F,b119133131,ocn917608445,x,-
AF63F476-A5EB-43C7-AD81-7B107759772B,b119133131,ocn917608445,x,-
854C4310-3393-422E-B073-1A5C74A10502,b119133350,ocn921391770,x,-
1338261D-856D-4E58-A2C0-A94054098A40,b119133350,ocn921391770,x,-
3E60FCBD-EB49-4FDE-B75C-2056B9B933AE,b119134718,ocn927396911,x,-
4E7DE4CC-2BA4-45D6-A032-6F0A0F155EA3,b119134718,ocn927396911,x,-
0B8FCF5F-99B4-4852-8A8F-7174BEC89BE1,b119135012,ocn927404546,x,-
625961D7-E5C9-41C1-B183-581E3DA3D7A2,b119135073,ocn927412613,x,-
E475C539-6908-447E-96F9-5BB716AF8625,b119135073,ocn927412613,x,-
60397194-C1E3-42EC-BE33-B3BC83F27513,b119158073,ocn912399666,z,-
EE6E0179-9DA3-4C79-A584-821ADF148A55,b119158073,ocn912399666,z,-
7CF9F171-04CC-4527-AE5B-9F62819E56AE,b11915836x,ocn864537555,x,-
E65DDD4D-07F9-46B9-894A-F44F02237542,b11915836x,ocn864537555,x,-
79389361-958B-4892-8C3F-94A3432A42C2,b119158437,ocn895255419,x,-
985B183B-9350-4698-AC8F-90A47D2B8B80,b119158437,ocn895255419,x,-
D6B6F4D5-5E3E-408F-BBB1-5CD3F13472BE,b119158437,ocn895255419,x,-
3F0850F3-E340-420D-92BC-A52514522CD3,b119158498,ocn905908040,x,-
F5C04FC3-96C3-4368-A356-0E1C7980AD30,b119158498,ocn905908040,x,-
061E1DB6-0847-47AE-90CF-753E03AFB7FD,b119159119,ocn895255414,x,-
A2522E0E-AA40-463D-90E0-3F100DF35CCF,b119159119,ocn895255414,x,-
A6E5EEB9-7884-4CC9-8364-185C3000CF1F,b119179544,ocn270095406,x,-
ACFB8E71-6D23-4A10-8722-A6B2EF98B209,b119179544,ocn270095406,x,-
8C2B2465-F4EB-4DD1-9BB7-42AFADD7EFF7,b119179556,ocn874902198,x,-
3F4AADA7-AE47-49A4-8C72-A916AF8FBD57,b119179556,ocn874902198,x,-
B1FF73A1-5102-4F1D-B214-207EE3C415A2,b119179994,ocn809381599,x,-
E07D91A4-BCCF-4D2F-89CA-687557D05A4E,b119179994,ocn809381599,x,-
19FB3DC1-748C-408D-A24E-94FC894EE825,b119180339,ocn444602478,x,-
C47C3960-7EF1-4AC6-9D36-3AC6076B397A,b119180339,ocn444602478,x,-
C8185759-6D89-44F7-A40E-7AA7D156A381,b119180637,ocn704960118,x,-
33977CBE-23F1-48B0-B5B3-9E261FC1F9A0,b119180637,ocn704960118,x,-
30DE4C84-81E4-4A4C-A3DC-7DA43332FBAE,b119181022,ocn779849896,x,-
8849E285-3DBE-40C3-AF93-97EFA7EC6292,b119181022,ocn779849896,x,-
7542C244-9182-4E96-989A-3946ABC67D21,b119181253,ocn806100053,x,-
AC6A1ACB-1944-48A7-A049-CF41B03F54F4,b119181253,ocn806100053,x,-
D82501ED-877B-4E9F-86BE-1C63CEE52D64,b119181393,ocn824502678,x,-
68BCB681-CA54-427D-938F-291BF326E953,b119181393,ocn824502678,x,-
1BFE5104-9831-469E-B1FC-F75474C313C4,b119181824,ocn858975595,x,-
276A56A0-F20B-48C4-AF4A-159764309DF6,b119181824,ocn858975595,x,-
CA752C7C-9047-46D3-9423-6E0D794706A8,b119182002,ocn864433661,x,-
2BEC0B9E-51E5-4CD1-91F2-C2830A90DABA,b119182002,ocn864433661,x,-
1FAE3F55-FCCA-45DF-A88F-18C7D79075F6,b119182579,ocn894792200,x,-
23C72CD0-320B-4247-B560-19B8A185D053,b119182634,ocn897841757,x,-
A9BCD4F8-8DD9-49D5-BC83-6081938B9449,b119182634,ocn897841757,x,-
10CB81BA-CBE5-4206-986A-3F3C140C46A9,b119182890,ocn903954899,x,-
D0267DC4-5E7B-4515-9AFE-D0B0899EFC04,b119183213,ocn472486861,x,-
3C857A17-77AA-479F-8E22-FDB20A8771AE,b119184096,ocn441419615,z,-
5A9E45D0-6FB7-43E0-830E-73AFCEF41033,b119184096,ocn441419615,z,-
B9160E55-2386-4614-B0E7-1114C836ED0F,b119184424,ocn793449399,z,-
9A6C4FF3-4C42-496D-8B91-3C536EE4759F,b119184424,ocn793449399,z,-
B9160E55-2386-4614-B0E7-1114C836ED0F,b119184436,ocn793449399,z,-
7C25FDCD-A7A6-40B0-A2E1-1AE290AA93EB,b119194119,ocn608456552,x,-
6CA6D1BB-0C6C-4BFF-90DF-363338124CED,b119194119,ocn608456552,x,-
A27DB8C2-80B4-48FE-ABE6-D65FBE446A18,b119194429,ocm76180582,x,-
F83A00FD-461A-45A9-9B36-0277E468657A,b119194491,ocn774596182,x,-
E45B3941-810A-4560-93EC-CA009F4AA5B1,b119194491,ocn774596182,x,-
68B45E63-A82D-4761-A159-9026A8C611DC,b11919451x,ocn778433336,x,-
2E0C1A6F-3F97-4E3E-8DF2-F91E92F8370E,b11919451x,ocn778433336,x,-
1CFD3818-6164-43DE-A6D8-F71E3BD8B088,b119194557,ocn794003912,x,-
2016CAB8-58E6-4C7E-B094-1E5421B0BB7C,b119194557,ocn794003912,x,-
9DBFA55D-1293-4F4A-BB37-D656A15A16D4,b11919465x,ocn806039166,x,-
F595AC53-C8AB-4729-9650-D91774519028,b11919465x,ocn806039166,x,-
7EF80095-A20C-4338-AA79-11E0C6002F0D,b119194764,ocn846590473,x,-
64D0F527-648D-4737-A4EB-79F46D0741CB,b119194764,ocn846590473,x,-
CAB166F5-0440-4B6B-BE13-893E48A04F76,b119194855,ocn861536483,x,-
EAC3AE47-9382-44CD-B8B0-98B126E282A1,b119194855,ocn861536483,x,-
1FCF8BED-EAC1-48DF-A3EF-3394D75FDF5E,b119194867,ocn862103531,x,-
673F94A2-D44A-4623-A7E7-EFB827B555F8,b119194867,ocn862103531,x,-
20F60ECE-F4A8-4B74-A8E8-A1C8CDA0AA9F,b119195070,ocn881568858,x,-
EBE3FC48-B8F9-4ED5-866C-E661BC5BD848,b119195070,ocn881568858,x,-
DDED68EE-1152-4D7A-9E92-FE534219B47C,b119195306,ocn906818224,x,-
5CE93C88-6E36-417D-B329-4C28C6376868,b119195306,ocn906818224,x,-
F21E7056-B901-48F2-8868-B27FC918AEB3,b119195537,ocn912402122,x,-
A4D35FC2-8B1B-4CE3-89A7-0CB5430BDEA2,b119195537,ocn912402122,x,-
0D778649-D134-46C2-8CE0-B077890E4626,b11919644x,ocn927160339,x,-
01A6FD83-8CC1-4355-A6B4-07F6C6FDB65C,b119196463,ocn927160370,x,-
F7379C09-31FE-4582-BAAC-CCAD4BBA412D,b119196657,ocn926248716,x,-
14C71F35-B7A2-4A49-B024-4DDD071E8740,b119196657,ocn926248716,x,-
F2EFEDF5-B060-4BBE-A664-BAA0CD1FFDF2,b119196670,ocn927387244,x,-
D4A19A92-51B6-4844-AE9D-107D3679B11C,b119197662,ocn298439394,x,-
61E0DDA1-B6B9-4E11-96D2-A7590E1CE8F4,b119197662,ocn298439394,x,-
B8FFB575-2F7E-425B-B732-178C2B85BF2B,b119197674,ocn320321150,x,-
801AD991-46F7-43F3-9A8C-E3BA3EDDD5AC,b119197674,ocn320321150,x,-
8413402D-BF2E-4748-844C-FD6C9D59B00D,b119197777,ocn846912470,x,-
B5316E22-8341-4CC2-9427-87C9AFA74EED,b119197777,ocn846912470,x,-
17193C8A-1D23-436C-9FE6-979C3E98E88F,b119197789,ocn846912533,x,-
560925CE-A334-4E49-93C0-04819B766BF0,b119197789,ocn846912533,x,-
9D1CA2EC-970C-43FC-8522-B8CBE6070B11,b119197819,ocn862105051,x,-
942DD959-8107-44C0-8AB3-6BA351CFA9A8,b119197819,ocn862105051,x,-
F2EFEDF5-B060-4BBE-A664-BAA0CD1FFDF2,b119198009,ocn927387244,x,-
4007B95F-3D8D-4F47-8645-157FBE117A59,b119198009,ocn927387244,x,-
F06AFCC4-9784-4393-89D3-05EEE11F352C,b119198885,ocn812915316,z,-
5639BCE0-DC7B-44BD-98CC-B9FBA8782AB1,b119198885,ocn812915316,z,-
298772B2-4FC1-411B-B772-307FE3722CB5,b119199014,ocn830554571,z,-
167EFCB2-B498-461D-BA1F-9B0B6D088DDE,b119199014,ocn830554571,z,-
A546FC94-CB09-41C3-ADE4-30D10E586A52,b119199130,ocn860779359,z,-
3ADAE2B0-B035-4FFD-B60F-6143B34B9701,b119199130,ocn860779359,z,-
103519EF-E28A-4CE4-9AA9-21CF1B90835E,b119199622,ocn894893046,z,-
CAE8BEDC-F610-4A8E-A363-1A55FDADDD20,b119199622,ocn894893046,z,-
4B1047B0-D292-4A6E-AD0A-E2C267B83BF6,b119200259,ocn910324642,z,-
CB5047E9-190E-4139-994F-12401FD495E4,b119200259,ocn910324642,z,-
AF768F2E-6ACB-4C99-A24E-702143AE3DB4,b119208489,ocn715351637,x,-
31A230EA-DE32-4FB3-B22D-8A9C7DA7F2D7,b119208520,ocn809068446,x,-
10F0B03D-A2A8-4FAC-A25B-B605F29C7845,b119208520,ocn809068446,x,-
AF768F2E-6ACB-4C99-A24E-702143AE3DB4,b119208635,ocn715351637,x,-
3F89539D-3673-44CA-975E-20E2E8A95E1D,b119208635,ocn715351637,x,-
CDB604C6-BED9-4354-BC8D-CB3F365AF413,b119208647,ocn781954417,x,-
BBBCABF7-8942-43C1-89CF-E5E1CCB6F231,b119208659,ocn876370106,x,-
391D75D2-F92E-47A8-BD66-8D061628C450,b119208659,ocn876370106,x,-
F7F4BDB6-15F5-44FE-90BE-A6F7AF14A0EB,b11920888x,ocn906031295,x,-
7F1829C8-FF45-4324-82E6-DB72A2FC8763,b11920888x,ocn906031295,x,-
96FE5274-C511-40C6-A961-32DFFA9C4B15,b119219566,ocn906814651,x,-
A4201389-8F04-4D7F-A73F-98D374B2970A,b119219566,ocn906814651,x,-
4A851A53-36C3-437A-ADFF-ED6977FF60C0,b119220179,ocn927397751,x,-
BEE90B17-053E-44B6-A2F6-256BF862A5B2,b119220179,ocn927397751,x,-
FD42E161-C572-460D-8BEF-935DC368CFC0,b119220258,ocn930281546,x,-
4F28B7A7-712D-4A27-9EF4-D314B67376A2,b119220271,ocn930489712,x,-
4CD24C39-4222-43E6-9B92-A378157A86BD,b119221020,ocn753969002,x,-
81E90D68-46C7-4EFF-879F-335E9ED36041,b119221020,ocn753969002,x,-
16FE7671-064C-4E2E-9A0A-AC1306294F22,b119221056,ocn841333986,x,-
74A61C6B-9333-49D3-9A37-3380C3F9EF8F,b119221056,ocn841333986,x,-
EC726484-0DA9-4021-8BC4-989ADDBAB3C1,b119221081,ocn859325597,x,-
3049B7DB-C00A-46E2-BF89-4C289747DC3A,b119221081,ocn859325597,x,-
4AE4CDB9-11D5-404B-83F9-F0900905A6CF,b119221111,ocn860833528,x,-
B72F8AF9-9E63-4439-8ACD-C08EA4E45F02,b119221111,ocn860833528,x,-
06D01A6E-DAEE-4403-B408-3D69248745A9,b119221123,ocn863218434,x,-
98A80998-C627-4DE3-AE31-EC595F8E7A35,b119221123,ocn863218434,x,-
659AEA93-F289-46E2-A8CD-A5204EAA8329,b119222115,ocn920679836,x,-
BE281779-93EB-42AE-BEF8-D9FFE1783163,b119222115,ocn920679836,x,-
3D513AB6-7AEA-41B5-80A9-15CE3E617A90,b119228154,ocn884744555,x,-
4AFACEE5-B885-462F-81EB-9444774B0A7B,b119228154,ocn884744555,x,-
