overdriveNo,bibNo,controlNo,format,status
2BEC0B9E-51E5-4CD1-91F2-C2830A90DABA,b119182002,ocn864433661,x,-
23C72CD0-320B-4247-B560-19B8A185D053,b119182634,ocn897841757,x,-
A9BCD4F8-8DD9-49D5-BC83-6081938B9449,b119182634,ocn897841757,x,-
3C857A17-77AA-479F-8E22-FDB20A8771AE,b119184096,ocn441419615,z,-
5A9E45D0-6FB7-43E0-830E-73AFCEF41033,b119184096,ocn441419615,z,-
B9160E55-2386-4614-B0E7-1114C836ED0F,b119184424,ocn793449399,z,-
9A6C4FF3-4C42-496D-8B91-3C536EE4759F,b119184424,ocn793449399,z,-
7C25FDCD-A7A6-40B0-A2E1-1AE290AA93EB,b119194119,ocn608456552,x,-
6CA6D1BB-0C6C-4BFF-90DF-363338124CED,b119194119,ocn608456552,x,-
F83A00FD-461A-45A9-9B36-0277E468657A,b119194491,ocn774596182,x,-
E45B3941-810A-4560-93EC-CA009F4AA5B1,b119194491,ocn774596182,x,-
68B45E63-A82D-4761-A159-9026A8C611DC,b11919451x,ocn778433336,x,-
2E0C1A6F-3F97-4E3E-8DF2-F91E92F8370E,b11919451x,ocn778433336,x,-
1CFD3818-6164-43DE-A6D8-F71E3BD8B088,b119194557,ocn794003912,x,-
2016CAB8-58E6-4C7E-B094-1E5421B0BB7C,b119194557,ocn794003912,x,-
9DBFA55D-1293-4F4A-BB37-D656A15A16D4,b11919465x,ocn806039166,x,-
F595AC53-C8AB-4729-9650-D91774519028,b11919465x,ocn806039166,x,-
7EF80095-A20C-4338-AA79-11E0C6002F0D,b119194764,ocn846590473,x,-
64D0F527-648D-4737-A4EB-79F46D0741CB,b119194764,ocn846590473,x,-
CAB166F5-0440-4B6B-BE13-893E48A04F76,b119194855,ocn861536483,x,-
EAC3AE47-9382-44CD-B8B0-98B126E282A1,b119194855,ocn861536483,x,-
1FCF8BED-EAC1-48DF-A3EF-3394D75FDF5E,b119194867,ocn862103531,x,-
673F94A2-D44A-4623-A7E7-EFB827B555F8,b119194867,ocn862103531,x,-
20F60ECE-F4A8-4B74-A8E8-A1C8CDA0AA9F,b119195070,ocn881568858,x,-
EBE3FC48-B8F9-4ED5-866C-E661BC5BD848,b119195070,ocn881568858,x,-
DDED68EE-1152-4D7A-9E92-FE534219B47C,b119195306,ocn906818224,x,-
5CE93C88-6E36-417D-B329-4C28C6376868,b119195306,ocn906818224,x,-
F21E7056-B901-48F2-8868-B27FC918AEB3,b119195537,ocn912402122,x,-
A4D35FC2-8B1B-4CE3-89A7-0CB5430BDEA2,b119195537,ocn912402122,x,-
F7379C09-31FE-4582-BAAC-CCAD4BBA412D,b119196657,ocn926248716,x,-
14C71F35-B7A2-4A49-B024-4DDD071E8740,b119196657,ocn926248716,x,-
D4A19A92-51B6-4844-AE9D-107D3679B11C,b119197662,ocn298439394,x,-
61E0DDA1-B6B9-4E11-96D2-A7590E1CE8F4,b119197662,ocn298439394,x,-
B8FFB575-2F7E-425B-B732-178C2B85BF2B,b119197674,ocn320321150,x,-
801AD991-46F7-43F3-9A8C-E3BA3EDDD5AC,b119197674,ocn320321150,x,-
8413402D-BF2E-4748-844C-FD6C9D59B00D,b119197777,ocn846912470,x,-
B5316E22-8341-4CC2-9427-87C9AFA74EED,b119197777,ocn846912470,x,-
17193C8A-1D23-436C-9FE6-979C3E98E88F,b119197789,ocn846912533,x,-
560925CE-A334-4E49-93C0-04819B766BF0,b119197789,ocn846912533,x,-
9D1CA2EC-970C-43FC-8522-B8CBE6070B11,b119197819,ocn862105051,x,-
942DD959-8107-44C0-8AB3-6BA351CFA9A8,b119197819,ocn862105051,x,-
F2EFEDF5-B060-4BBE-A664-BAA0CD1FFDF2,b119198009,ocn927387244,x,-
4007B95F-3D8D-4F47-8645-157FBE117A59,b119198009,ocn927387244,x,-
F06AFCC4-9784-4393-89D3-05EEE11F352C,b119198885,ocn812915316,z,-
5639BCE0-DC7B-44BD-98CC-B9FBA8782AB1,b119198885,ocn812915316,z,-
298772B2-4FC1-411B-B772-307FE3722CB5,b119199014,ocn830554571,z,-
167EFCB2-B498-461D-BA1F-9B0B6D088DDE,b119199014,ocn830554571,z,-
A546FC94-CB09-41C3-ADE4-30D10E586A52,b119199130,ocn860779359,z,-
3ADAE2B0-B035-4FFD-B60F-6143B34B9701,b119199130,ocn860779359,z,-
103519EF-E28A-4CE4-9AA9-21CF1B90835E,b119199622,ocn894893046,z,-
CAE8BEDC-F610-4A8E-A363-1A55FDADDD20,b119199622,ocn894893046,z,-
4B1047B0-D292-4A6E-AD0A-E2C267B83BF6,b119200259,ocn910324642,z,-
CB5047E9-190E-4139-994F-12401FD495E4,b119200259,ocn910324642,z,-
31A230EA-DE32-4FB3-B22D-8A9C7DA7F2D7,b119208520,ocn809068446,x,-
10F0B03D-A2A8-4FAC-A25B-B605F29C7845,b119208520,ocn809068446,x,-
AF768F2E-6ACB-4C99-A24E-702143AE3DB4,b119208635,ocn715351637,x,-
3F89539D-3673-44CA-975E-20E2E8A95E1D,b119208635,ocn715351637,x,-
BBBCABF7-8942-43C1-89CF-E5E1CCB6F231,b119208659,ocn876370106,x,-
391D75D2-F92E-47A8-BD66-8D061628C450,b119208659,ocn876370106,x,-
F7F4BDB6-15F5-44FE-90BE-A6F7AF14A0EB,b11920888x,ocn906031295,x,-
7F1829C8-FF45-4324-82E6-DB72A2FC8763,b11920888x,ocn906031295,x,-
96FE5274-C511-40C6-A961-32DFFA9C4B15,b119219566,ocn906814651,x,-
A4201389-8F04-4D7F-A73F-98D374B2970A,b119219566,ocn906814651,x,-
4A851A53-36C3-437A-ADFF-ED6977FF60C0,b119220179,ocn927397751,x,-
BEE90B17-053E-44B6-A2F6-256BF862A5B2,b119220179,ocn927397751,x,-
4CD24C39-4222-43E6-9B92-A378157A86BD,b119221020,ocn753969002,x,-
81E90D68-46C7-4EFF-879F-335E9ED36041,b119221020,ocn753969002,x,-
16FE7671-064C-4E2E-9A0A-AC1306294F22,b119221056,ocn841333986,x,-
74A61C6B-9333-49D3-9A37-3380C3F9EF8F,b119221056,ocn841333986,x,-
EC726484-0DA9-4021-8BC4-989ADDBAB3C1,b119221081,ocn859325597,x,-
3049B7DB-C00A-46E2-BF89-4C289747DC3A,b119221081,ocn859325597,x,-
4AE4CDB9-11D5-404B-83F9-F0900905A6CF,b119221111,ocn860833528,x,-
B72F8AF9-9E63-4439-8ACD-C08EA4E45F02,b119221111,ocn860833528,x,-
06D01A6E-DAEE-4403-B408-3D69248745A9,b119221123,ocn863218434,x,-
98A80998-C627-4DE3-AE31-EC595F8E7A35,b119221123,ocn863218434,x,-
659AEA93-F289-46E2-A8CD-A5204EAA8329,b119222115,ocn920679836,x,-
BE281779-93EB-42AE-BEF8-D9FFE1783163,b119222115,ocn920679836,x,-
3D513AB6-7AEA-41B5-80A9-15CE3E617A90,b119228154,ocn884744555,x,-
4AFACEE5-B885-462F-81EB-9444774B0A7B,b119228154,ocn884744555,x,-
7A0D558F-9BF3-464E-8A56-22854DB581B3,b11922835x,ocn927160326,x,-
C45F0545-08BC-444A-A61B-8CBADED39AD8,b11922835x,ocn927160326,x,-
14865AD8-A793-4175-8C41-937BA6EC1B93,b119228361,ocn929659399,x,-
9AAE9FAE-81CA-4F29-A163-B7E6D4F565FE,b119228361,ocn929659399,x,-
662DA8D6-0C73-4012-BF40-B8DCCA7AE5CF,b119228877,ocn664576991,x,-
E3B555E7-43DF-4AD0-86F8-52850DD6AF2C,b119228877,ocn664576991,x,-
6B621B4F-DC04-4E2E-946F-16227C993552,b119228877,ocn664576991,x,-
574FF66A-231B-405B-9369-ACD3F8A2C82A,b119229948,ocn865171269,x,-
E2A2119D-DC28-40B2-A4E4-F3743A354564,b119229948,ocn865171269,x,-
0F3B1D07-2C1B-4042-9559-8B70D6923856,b119229997,ocn862110618,x,-
A5236FA7-5F22-48BC-9367-88F035BB27CB,b119229997,ocn862110618,x,-
3AB3BAF9-9EFB-427E-AD31-6DB57DC04230,b119230161,ocn865102289,x,-
9244428F-FFD1-4941-87A1-B893D4C803F6,b119230161,ocn865102289,x,-
69E152F8-BD54-4BF8-8C09-44EB38403298,b119230355,ocn877894847,x,-
A1EAA347-80B8-42F2-BD76-1356B3AC463A,b119230355,ocn877894847,x,-
F57BE896-9CCE-48D1-A18B-335C168B4ADF,b119230446,ocn884909482,x,-
0CC12464-A43D-4229-9805-CBC751EADC15,b119230446,ocn884909482,x,-
5AB38F11-360D-4FE1-B0B9-C845BF0F532B,b119230653,ocn897901922,x,-
F8F64248-58B0-4B67-9416-6B4073C0072F,b119230653,ocn897901922,x,-
710D29A5-77D6-440C-B1B9-EAB33906A311,b119231098,ocn919297733,x,-
1E0E3C03-F1D7-493D-9F8F-20F9AE52FD5B,b119231098,ocn919297733,x,-
69BD514C-CE3B-48CE-BD3A-D835EDAC0A8D,b119231244,ocn925524739,x,-
C55D65A6-BF50-4B4F-B48D-B8FA2F5D4222,b119231244,ocn925524739,x,-
89E86E56-18B7-4711-B7BF-D0220EAFE880,b119231475,ocn933730381,x,-
BAC0557D-08BD-4416-9407-328EDB4E03CD,b119231475,ocn933730381,x,-
EBA2580A-BEA1-45E9-970E-13B2D415C994,b11925993x,ocn899702124,x,-
FAFB7AD1-D6CC-4EAC-9F5D-D37BEBD6D5FD,b11925993x,ocn899702124,x,-
5BE4C0C0-1761-4D51-BCB6-185E5C518A1C,b119260165,ocn934706556,x,-
D41D261E-2AD6-443A-92CC-6EE9F3E4E1B3,b119260165,ocn934706556,x,-
5B7C5963-D9C0-4CAC-920C-222DE3870FA9,b119260177,ocn235928859,x,-
885C8C40-51CA-4B59-8999-9C92566D7592,b119260177,ocn235928859,x,-
20AECFBC-F23A-49CA-802B-F27C8592A54C,b119260189,ocn436454539,x,-
4512D527-C408-4BD4-B03D-EF78F5257269,b119260189,ocn436454539,x,-
6807CE38-7CF7-44AB-8808-FDBA08E587D7,b119260190,ocn436668639,x,-
DA782D31-550F-4344-99F3-5691575B67E5,b119260190,ocn436668639,x,-
609BFA40-78F4-4E18-9688-0FAF4DDB4E12,b119260207,ocn436774196,x,-
D97C0878-8EFE-444C-84A6-A132ECF4C7FF,b119260207,ocn436774196,x,-
96D6CCB1-5F5A-40AB-A180-7C167869DC88,b119260220,ocn700943534,x,-
C24F6A41-B788-4448-BC3C-F7F55778BF1D,b119260220,ocn700943534,x,-
6AA273BC-8276-4987-AF30-103D098FCCE4,b119260256,ocn793730296,x,-
23B00BFE-D138-40F1-AA75-E9DDB5FEEB30,b119260256,ocn793730296,x,-
FEEBAC90-1886-4ABF-BBB9-DDB61E007D52,b11926030x,ocn893095816,x,-
6A25F34E-B064-432B-8074-01A220F41CB1,b11926030x,ocn893095816,x,-
A186F3E1-955F-4A2A-B005-DBEDF46D425F,b119260311,ocn893095985,x,-
BDBCFAD8-366E-46C2-8396-BD208845AA97,b119260311,ocn893095985,x,-
2D1CEFFB-1511-4BCA-A48E-D69687BC87B0,b119260323,ocn895866764,x,-
90898A0D-EBE8-4FF3-A219-F10419F7AEA4,b119260323,ocn895866764,x,-
721F7684-B9EE-41C9-BF18-3C25719EC905,b119260335,ocn897388396,x,-
5F110919-8AD6-4611-BA5A-342D03A80280,b119260335,ocn897388396,x,-
1BA30A5E-377A-4F5A-A544-DDBA156A19BB,b119260657,ocn871317139,x,-
45188BC4-7C4B-4B44-905F-0DD3008ECB98,b119260657,ocn871317139,x,-
34F119B1-0658-4E4D-87F7-71964EB21993,b119260657,ocn871317139,x,-
E89C98B5-370B-4F59-9866-C5B0185BE509,b119261339,ocn935493194,x,-
24350BF0-9771-469A-80E1-FD92ED395093,b119261339,ocn935493194,x,-
527FF5F6-3329-4F4D-873D-6DABAC4F2A02,b119261340,ocn922683397,x,-
5FD21DC5-51FC-4547-B931-475625342AE2,b119261340,ocn922683397,x,-
32DD9A37-8E84-4A2D-BDEF-00D9B4578E74,b119274978,ocn172640315,x,-
4026E2EE-74AC-4E05-86E9-ADD07A1BCA71,b119274978,ocn172640315,x,-
5988D488-D05F-4A0E-A542-529F953A1BA5,b11927517x,ocn496121633,x,-
F512141E-1D4E-4578-8886-2A9380C96B02,b11927517x,ocn496121633,x,-
14441C37-F8E4-48C7-A8AD-789A26C72294,b119275363,ocn607390808,x,-
84766CC9-4C50-4471-90AC-756FCD1F2801,b119275363,ocn607390808,x,-
F285BF04-6128-47CF-93BF-CC10AA840617,b119275867,ocn798663327,x,-
225A47C5-6BB4-4B03-AC39-93F4DEDD35CF,b119275867,ocn798663327,x,-
E26614F8-E59A-4338-AEA3-5EF269FF58C7,b119275910,ocn809667217,x,-
E0E43930-6E34-433F-8BF2-CBA387BECD18,b119275910,ocn809667217,x,-
95C16BAB-CC91-4A8D-847B-EAC73E2ABDB8,b119276161,ocn846907683,x,-
2D2BF502-9F86-49B3-BEA9-FB6644D46A13,b119276161,ocn846907683,x,-
A3280DBC-2414-44DE-A56E-AA4F77BF94A9,b11927632x,ocn861522752,x,-
5DC04C48-7D1D-49CA-8C20-A02B77775DD8,b11927632x,ocn861522752,x,-
2FB9EE1B-B1DB-4E32-82C3-91184C75FF12,b11927646x,ocn863497607,x,-
29194650-3724-4379-BB29-92CB2A069D69,b11927646x,ocn863497607,x,-
4D087C41-CE9C-4379-A449-807978BBA475,b119276793,ocn883570377,x,-
A51CDDBB-8BF0-4B51-941B-073E1EEEBB80,b119276793,ocn883570377,x,-
CC8A55DD-F0FC-490C-844F-EA0373EF4518,b119276938,ocn892113635,x,-
27BF8443-A5A9-404D-859A-F35827AD19EF,b119276938,ocn892113635,x,-
9A2DCFA0-7A5F-4AC7-9FF5-D00527BF7D18,b119277153,ocn902678654,x,-
F32BED84-F4CE-4754-9305-433D27AEC542,b119277153,ocn902678654,x,-
17568745-EE6D-49B9-9562-1DF164AF61A0,b119277189,ocn903378249,x,-
9B219A88-2588-4018-B9C0-6376737089C4,b119277189,ocn903378249,x,-
5C7220DA-30DE-4A62-9D5D-65E68648499C,b119277219,ocn903537431,x,-
E52663CA-5C1C-4857-A664-F41022DA49A0,b119277219,ocn903537431,x,-
00D44338-E907-4420-BCA2-1C075DAC6D23,b119277724,ocn923015816,x,-
5B7EED88-D188-4747-A4B0-1E9A2D65A9D7,b119277724,ocn923015816,x,-
D9F50F29-3016-4EB5-B87B-20088E8AEC4A,b119277773,ocn926040243,x,-
B397BF4A-B842-43F8-9CE2-2AD81C340559,b119277773,ocn926040243,x,-
C09B2DCB-06B4-4A8A-BC39-B3F196C3C569,b119277906,ocn606578538,x,-
C763097E-9C6C-4624-ABA6-F8C34B3D7F3D,b119277906,ocn606578538,x,-
61D2123C-8DB8-445C-8500-29810D72D591,b119278376,ocn934634740,x,-
A95C3A52-F169-4069-8F4C-A2B81368A56B,b119278376,ocn934634740,x,-
703C9328-FA50-4495-B7EF-8CBCD2DB5C01,b119278698,ocn870450534,x,-
BA22AD46-F73F-4BE9-9183-7DBAF5BFB646,b119278698,ocn870450534,x,-
AABA4664-D175-4AC4-8E00-9A1440E7B809,b119278716,ocn880350875,x,-
638BB821-F801-4404-A3B2-0F7E28AF1E36,b119278716,ocn880350875,x,-
3CEB580F-8F70-4CFC-8B7B-E5859F6CFE76,b11927873x,ocn884806959,x,-
B344D126-5BFB-47AC-A817-577388CFEA1E,b11927873x,ocn884806959,x,-
B2E019B5-2D92-41D4-AD61-63604CD38D14,b119278741,ocn891809226,x,-
9E5674CA-B25C-422F-9BD7-A081E0EA7C6E,b119278741,ocn891809226,x,-
81FAC43F-E778-46E8-8DD2-7B236D309768,b119278753,ocn892301702,x,-
C4217C1C-EB56-4AD9-B114-EFEE2D847304,b119278753,ocn892301702,x,-
3F903152-EE95-4F22-BB94-461E8FB0F962,b11927887x,ocn910105758,x,-
73EA55BE-65DE-4C3A-A535-77B83C57BD37,b11927887x,ocn910105758,x,-
66AB365B-BBCB-4B97-A975-BBA5F6AC3BB3,b119278996,ocn919873725,x,-
AAA4372F-5139-4E3A-80CF-82A271834F8D,b119278996,ocn919873725,x,-
DEE1FC1C-16B9-4FCE-BEFE-4EA5D9A459D1,b119281673,ocn922701263,x,-
0C87C1FF-D758-45A5-8BAA-8F38D24EC36E,b119281673,ocn922701263,x,-
0B8FCF5F-99B4-4852-8A8F-7174BEC89BE1,b119281697,ocn927404546,x,-
77BBD7C1-5EE5-4B99-A398-A7B4BB23FA79,b119281697,ocn927404546,x,-
6FA0DFE4-CB65-4A55-BB63-3B86F797D5B3,b119282306,ocn237796256,x,-
2CBA6BE4-7AE9-4566-866E-D8CA06FA35F7,b119282306,ocn237796256,x,-
CA2998BD-4F24-4050-A346-B3FEB4559CC4,b11928246x,ocn881025328,x,-
D48FE5A3-F8DC-46A5-8C8B-325D12BF6DE8,b11928246x,ocn881025328,x,-
1F52AB6F-939D-4CFE-A810-BFC109FBD232,b119282495,ocn898152797,x,-
0132858D-633E-4C42-941A-DCF76CA73A46,b119282495,ocn898152797,x,-
34EF3596-64A2-4E96-8649-B94E4F6E0670,b119282513,ocn914328727,x,-
16E54D2E-8E96-4994-A463-BCC3860284BB,b119282513,ocn914328727,x,-
8A59015E-D57B-442D-96BD-5B216BDD0AB4,b119282537,ocn915994733,x,-
FF5AC19D-B2A6-4474-852F-D84AE450269E,b119282537,ocn915994733,x,-
7EC09288-7793-4E42-BE91-31A47220CE29,b119297486,ocn856528594,x,-
8A47C826-8E87-4A7B-9AEC-CDCA6A7F17AC,b119297486,ocn856528594,x,-
61C2A0F0-BC7D-4EE6-9AE4-5493B6D99A35,b119297498,ocn883262194,x,-
7998A7B6-2C98-41D2-A683-6B0118E97628,b119297498,ocn883262194,x,-
2D8F58FD-BC47-47CC-9329-0A0D1FD4EA2C,b119297504,ocn920829789,x,-
90E9937F-14B3-491E-92D7-59F6D3460C56,b119297504,ocn920829789,x,-
F2AB948E-C12E-4884-B16B-27D0AC1CACCE,b119297917,ocn779826449,x,-
FE1A3E38-B160-4027-A092-8C0B308E3D25,b119297917,ocn779826449,x,-
C55AF43C-CBAD-4BB8-9B0D-4E6723F7E837,b119297966,ocn806220749,x,-
8F753FBF-FCDD-494A-9625-4587B6E05394,b119297966,ocn806220749,x,-
8481C912-CD3F-44C0-8320-7F7DC593D4DC,b119298454,ocn907291850,x,-
3C6D4703-C389-4224-8BF2-784321D5AB3D,b119298454,ocn907291850,x,-
00670BAE-D727-43BC-AAC0-8C78021F9C9A,b119298776,ocn243471698,x,-
3D074815-B909-4894-8D84-1F90FCEB10D1,b119298776,ocn243471698,x,-
149604D0-A338-4015-A543-00EDCD69BF26,b119298788,ocn247552721,x,-
E803C4F7-D8F8-4783-B4A4-441B83395A07,b119298788,ocn247552721,x,-
79D0C7FC-E99F-4B41-94CB-52D4A3DB8B01,b11929879x,ocn435424722,x,-
B8ACCB8F-B777-4A2B-9B79-1C19698BBF1A,b11929879x,ocn435424722,x,-
89D279B5-EA08-404F-B020-BFF519E1281E,b119298818,ocn436303507,x,-
BF578DD6-3581-4248-B8BF-031CED8F8B9E,b119298818,ocn436303507,x,-
06D97C1D-D8D9-410C-8EFD-87EEA444F834,b119298831,ocn443096898,x,-
3D4A53D5-084F-4E6E-8903-8E5A609E66C5,b119298831,ocn443096898,x,-
D2F8C29E-FBB3-47D8-A793-C84BFA028995,b119298867,ocn466108826,x,-
4EA6CC16-5D14-4A0D-B196-71FDE03557EC,b119298867,ocn466108826,x,-
39AC4A42-1A74-4795-BFEB-4F5361C8431B,b11929896x,ocn603869099,x,-
F05EE663-707B-4B23-ABBD-A3BA38E0A36E,b11929896x,ocn603869099,x,-
8EED5E01-4B2F-4B4F-947B-B364E8A4398B,b119298971,ocn604933624,x,-
D2F250AA-540E-4494-9734-1C3AACCFAA9D,b119298971,ocn604933624,x,-
1F300267-BBB0-41FD-8612-45AC44DDFB6B,b119298983,ocn605183147,x,-
CE410718-28C2-430E-818E-8EA0683FDDB8,b119298983,ocn605183147,x,-
765930A3-FEE8-41F0-955C-8C1B52AAE0D6,b119298995,ocn606235759,x,-
D6FE5BAC-81FF-4056-B99A-46A04458D443,b119298995,ocn606235759,x,-
30AFC614-A250-4EA8-9A15-330AD5668D4A,b11929946x,ocn864004727,x,-
4D991E57-E5EA-4ED7-821D-AB3D06082153,b11929946x,ocn864004727,x,-
B70A0F60-669E-4814-B523-5D25D91764C6,b119299537,ocn871069095,x,-
FCE6B482-3B51-4288-AA0D-8E6E4A26664A,b119299537,ocn871069095,x,-
22ACC17F-0028-4B53-B5BF-8FA57EAF6ED4,b119303905,ocn774030169,x,-
84C9DAD3-6D39-47A3-92B1-991619428CD5,b119303905,ocn774030169,x,-
10D5F9D4-7F6E-4602-976E-F151780100B5,b119303917,ocn824700621,x,-
4720DE73-0AEB-4F59-8717-1796A0F3B298,b119303917,ocn824700621,x,-
E7F08473-EA7D-4461-BB0D-B110C7F2CB6C,b119303966,ocn882567843,x,-
FB649FD8-85D7-4317-9135-34F27A13F2F6,b119303966,ocn882567843,x,-
FE6976F5-EBB8-4CA3-ADF9-6616B448C54D,b11930398x,ocn899702207,x,-
317AA7E4-1148-4C00-AD08-380F05B05DE0,b11930398x,ocn899702207,x,-
2C4D7C62-4ADD-4ADA-A299-FF5C9EA82ED9,b119304004,ocn901314418,x,-
CD5FFDC6-9984-4323-A33E-C1E2CCBD83EA,b119304004,ocn901314418,x,-
524D6EB9-2FEF-4EE2-82F8-110009534575,b119304028,ocn906817708,x,-
47983B88-A5FE-40C7-82E1-86807B325ED5,b119304028,ocn906817708,x,-
25EE9B24-47C1-4761-B359-0D0A870C8629,b119304065,ocn915263747,x,-
FA434B5A-DDB9-4E07-B01A-C44A3259D994,b119304065,ocn915263747,x,-
E6A0C701-E232-405F-A1B1-D8188463ED27,b119304089,ocn916583889,x,-
F1352934-D768-4C3B-9122-6541ED633164,b119304089,ocn916583889,x,-
D05683C6-BB82-4A38-A3A9-C620C64D08C5,b119305069,ocn938540279,x,-
B5B0F736-15D2-4F3F-A1DA-07536C5095DC,b119305069,ocn938540279,x,-
C0936C91-F6D9-4431-8F96-01D8955C9FD6,b11930546x,ocn939590430,x,-
12786534-EE2C-47B2-A957-0D75A0711315,b11930546x,ocn939590430,x,-
3556C60A-598D-40D2-BD3D-17D6039F1EAE,b119305471,ocn939590802,x,-
D131743C-72E3-4669-9CD0-E83BA1ECB3D0,b119305471,ocn939590802,x,-
B65AF894-01A6-4DD5-B5AC-862581CFFD99,b119316328,ocn812925047,x,-
CB069462-43CE-4431-B338-DC06489BE4A0,b119316328,ocn812925047,x,-
6720A619-83F1-49A5-AC29-281554285864,b11931633x,ocn822887311,x,-
D2347715-DA85-4776-9795-ACC7D4E07DB6,b11931633x,ocn822887311,x,-
41E62F03-3224-4442-89BD-1B81AD630C05,b119316572,ocn864008715,x,-
0291F4CB-FA35-4E77-8AC8-6C428B9EBFFF,b119316572,ocn864008715,x,-
A3B8534D-9255-4B5B-B464-1251B4676D17,b119332310,ocn911393397,x,-
242DC885-C471-4E07-85BD-FE9DA67FE475,b119332310,ocn911393397,x,-
B127D844-EF2B-4C1C-BF5F-6AE2BC5D4F1D,b119332334,ocn921176504,x,-
05896A47-EAD5-4026-9FE8-16B19DFFF93B,b119332334,ocn921176504,x,-
551770FF-CE79-4B0F-924A-BB86DCBDC193,b119332346,ocn921392191,x,-
DC1F46AA-1353-4842-8E0B-7829AFDFA522,b119332346,ocn921392191,x,-
609C04EB-D5A2-4517-A8E9-F49C0734FEB4,b11933334x,ocn906813307,x,-
B95C502E-ECEC-48E4-AB9A-EE0749FD1B00,b11933334x,ocn906813307,x,-
BF5B1A8C-71FF-496C-9947-E617A9F9EE83,b119333764,ocn934635747,x,-
A54AD85B-0862-4304-B3D9-F674046D05F2,b119333764,ocn934635747,x,-
30725AAD-4A09-4962-BD7D-3B9FC69543F4,b119333776,ocn936062928,x,-
A1FD3F97-E162-483D-8551-D95D6A663F43,b119333776,ocn936062928,x,-
85052310-A332-4EEF-BFCB-ED68F8B0CD5F,b119340744,ocn871261597,z,-
A3CEFCF5-E5F5-4601-9A84-195495FA05CA,b119340744,ocn871261597,z,-
23EF60F5-89AF-4C79-9F87-ADE0C4B40911,b119342091,ocn476880280,x,-
9BCAAF0A-D5A2-4FD7-A32E-F7BBC893B262,b119342091,ocn476880280,x,-
D8616321-1E12-4D5E-91A4-CB6FF15322AF,b119342108,ocn733060451,x,-
F572BACA-D661-4D35-BBAE-0502E31A7A58,b119342108,ocn733060451,x,-
5A28FC72-57A7-4057-A5EE-E482E223CE94,b11934211x,ocn763243731,x,-
D5A36391-70EE-452D-9670-A15293842EB2,b11934211x,ocn763243731,x,-
31DA55A9-D8EE-41CA-9EE5-E073245A2504,b119342121,ocn767866607,x,-
29080914-D369-48CB-9ECE-694B05267B13,b119342121,ocn767866607,x,-
B70A0F60-669E-4814-B523-5D25D91764C6,b119342145,ocn871069095,x,-
C3B9A15F-F4FD-457A-BAFD-D3076435F35F,b119342145,ocn871069095,x,-
CFA22CFD-BFE0-4248-9201-52C5C3174B1A,b119342157,ocn892116125,x,-
8019E0EC-5FFC-4FDD-BC5F-015E86C16BBE,b119342157,ocn892116125,x,-
D06E7D70-3F17-49C4-8C1E-6AD4D60413FF,b119342169,ocn922351993,x,-
2897170F-DDE4-422C-A086-D3A263DEF8CB,b119342169,ocn922351993,x,-
188098BE-8FB4-49A3-8860-91C66B056824,b119353969,ocn919727630,x,-
DC950F5C-4B6A-4FAD-A7DE-4B571E7FCE0F,b119353969,ocn919727630,x,-
5EC9CFF3-4A27-408F-A0FA-A9763F4A1668,b119354196,ocn714896646,x,-
E5D72BAB-2407-420E-BD2B-85DF58CE25E4,b119354196,ocn714896646,x,-
D01BA09B-022B-4867-9E52-072F6EA612D4,b119354214,ocn754848742,x,-
7005823F-AE34-49D8-A565-CFD3A164D435,b119354214,ocn754848742,x,-
FA487356-60C0-43B4-86A2-B0B970BEDDB3,b119354354,ocn829151977,x,-
1052510E-72F6-416E-931A-D0BE2AABE7FE,b119354354,ocn829151977,x,-
5E1575BF-857D-46D0-9DB8-A5061828B974,b119354366,ocn833767500,x,-
68DF7312-3704-4781-825A-73CB324A305A,b119354366,ocn833767500,x,-
611DFF15-7E7B-4E51-9D09-8414EFF76316,b119354378,ocn835177462,x,-
F2D33C3A-4CD7-4878-9E1F-D54BE6EF555D,b119354378,ocn835177462,x,-
10AAFEDF-CC0D-415D-96F3-ED179266ACEC,b11935438x,ocn844329963,x,-
8A730EB7-70CC-4E3F-A3C3-64CEFE512B60,b11935438x,ocn844329963,x,-
7BCC9A27-F8AD-4527-93EC-F857A136333A,b119354408,ocn847715093,x,-
689D6241-11A0-4B86-94CC-54380872F7FA,b119354408,ocn847715093,x,-
5ACD3DFD-AAC0-4DE9-9697-8AC7BD975D48,b119354469,ocn858877639,x,-
A79CC6C7-1CD3-45AE-9630-E3D777401B77,b119354469,ocn858877639,x,-
6F2BF7DB-5C58-4122-A932-AC0C89642764,b119354512,ocn869090845,x,-
0348D4E8-F5A7-4246-A9C0-44C3DCAF4EF4,b119354512,ocn869090845,x,-
C1D7E962-53B4-4477-AA93-DEFD4A0494DE,b119354603,ocn887271545,x,-
0C6F8198-896E-4722-BB4B-6BEF0B623B00,b119354603,ocn887271545,x,-
46A1EAE7-68CB-4DE1-849D-DD6DD77D702D,b119354640,ocn891751833,x,-
037CB0A3-550F-4BFF-BAA3-A999C23E7092,b119354640,ocn891751833,x,-
7309BD42-6338-45B4-AE74-B391A5806686,b119354767,ocn899211837,x,-
23618685-68EC-4B33-BA9C-83B03660562F,b119354767,ocn899211837,x,-
77A1B65B-6E37-4E52-8457-3CA7317EA57F,b119354810,ocn899705626,x,-
84AE3E2B-D544-433A-B01D-A039073C4000,b119354810,ocn899705626,x,-
